url,depth,title,meta_description,meta_keywords,favicon,canonical_url,og_title,og_description,og_image,url_length,url_params_count,url_path_depth,internal_link_count,external_link_count,nofollow_link_count,empty_anchor_text_count,generic_anchor_text_count,keyword_rich_anchor_text_count,internal_external_ratio,total_link_count,js_files_count,css_files_count,image_count,font_count,video_count,audio_count,internal_resources_count,external_resources_count,word_count,content_size,crawl_timestamp,status_code
https://ddosecrets.com/article/general-services-administration,2,General Services Administration - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,General Services Administration - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,62,0,2,32,19,0,0,15,9,1.6842105263157894,51,2,1,0,0,0,0,2,1,460,12040,2025-06-17T09:46:56.799981,200
https://ddosecrets.com/type/Fascist,3,Articles of Type: Fascist - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles of Type: Fascist - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,35,0,2,126,8,0,0,40,20,15.75,134,2,1,0,0,0,0,2,1,1598,25144,2025-06-17T09:46:56.939693,200
https://ddosecrets.com/article/israel-defense-forces-ganosec,3,Israel Defense Forces (Ganosec) - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Israel Defense Forces (Ganosec) - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,60,0,2,58,17,0,0,16,16,3.411764705882353,75,2,1,0,0,0,0,2,1,796,17153,2025-06-17T09:46:57.860231,200
https://ddosecrets.com/author/mx_yzptlk,3,Articles by mx_yzptlk - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles by mx_yzptlk - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,39,0,2,33,8,0,0,9,7,4.125,41,2,1,0,0,0,0,2,1,391,9098,2025-06-17T09:47:00.231901,200
https://ddosecrets.com/article/givesendgo,3,GiveSendGo - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,GiveSendGo - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,41,0,2,58,18,0,0,15,12,3.2222222222222223,76,2,1,0,0,0,0,2,1,713,16278,2025-06-17T09:47:00.818788,200
https://ddosecrets.com/author/artvandelay,3,Articles by artvandelay - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles by artvandelay - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,41,0,2,870,8,0,0,288,115,108.75,878,3,1,0,0,0,0,3,1,10868,151013,2025-06-17T09:47:04.823868,200
https://ddosecrets.com/article/givesendgo-2-0,3,GiveSendGo 2.0 - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,GiveSendGo 2.0 - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,45,0,2,81,13,0,0,22,12,6.230769230769231,94,2,1,0,0,0,0,2,1,1032,19937,2025-06-17T09:47:05.427351,200
https://ddosecrets.com/article/nsa-targets-world-leaders,3,NSA Targets World Leaders - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,NSA Targets World Leaders - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,56,0,2,54,10,0,0,14,15,5.4,64,2,1,0,0,0,0,2,1,741,15275,2025-06-17T09:47:05.747072,200
https://ddosecrets.com/author/Bonaventure,3,Articles by Bonaventure - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles by Bonaventure - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,41,0,2,222,8,0,0,72,44,27.75,230,2,1,0,0,0,0,2,1,2929,42775,2025-06-17T09:47:09.382744,200
https://ddosecrets.com/article/trade-in-services-agreement,3,Trade in Services Agreement - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Trade in Services Agreement - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,58,0,2,54,10,0,0,14,15,5.4,64,2,1,0,0,0,0,2,1,754,15430,2025-06-17T09:47:09.979153,200
https://ddosecrets.com/article/transatlantic-trade-and-investment-partnership,3,Transatlantic Trade and Investment Partnership - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Transatlantic Trade and Investment Partnership - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,77,0,2,54,10,0,0,14,15,5.4,64,2,1,0,0,0,0,2,1,738,15024,2025-06-17T09:47:10.358997,200
https://ddosecrets.com/article/autoridad-de-supervision-del-sistema-financiero,2,Autoridad de Supervision del Sistema Financiero - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Autoridad de Supervision del Sistema Financiero - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,78,0,2,26,11,0,0,7,9,2.3636363636363638,37,2,1,0,0,0,0,2,1,344,10327,2025-06-17T09:47:10.817341,200
"https://ddosecrets.com/country/Bolivia,%20Plurinational%20State%20of",3,"Articles from Bolivia, Plurinational State of - Distributed Denial of Secrets",A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,"Articles from Bolivia, Plurinational State of - Distributed Denial of Secrets",A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,68,0,2,9,8,0,0,3,4,1.125,17,2,1,0,0,0,0,2,1,145,5432,2025-06-17T09:47:11.033247,200
https://ddosecrets.com/article/chinga-la-migra,3,Chinga La Migra - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Chinga La Migra - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,46,0,2,33,11,0,0,9,9,3.0,44,2,1,0,0,0,0,2,1,394,11828,2025-06-17T09:47:17.934131,200
https://ddosecrets.com/article/dept-of-education-of-the-strezhevoy-city-district-administration,3,Dept of Education of the Strezhevoy City District Administration - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Dept of Education of the Strezhevoy City District Administration - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,95,0,2,55,10,0,0,14,11,5.5,65,2,1,0,0,0,0,2,1,705,15156,2025-06-17T09:47:20.607731,200
https://ddosecrets.com/article/cosan,3,Cosan - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Cosan - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,36,0,2,101,13,0,0,26,15,7.769230769230769,114,2,1,0,0,0,0,2,1,1143,23518,2025-06-17T09:47:21.255360,200
https://ddosecrets.com/article/ssv-network,2,SSV Network - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,SSV Network - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,42,0,2,59,21,0,0,21,16,2.8095238095238093,80,2,1,0,0,0,0,2,1,791,17159,2025-06-17T09:47:21.815275,200
https://ddosecrets.com/source/Handala,3,Articles from Handala - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles from Handala - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,37,0,2,15,8,0,0,3,3,1.875,23,2,1,0,0,0,0,2,1,147,5985,2025-06-17T09:47:24.391672,200
https://ddosecrets.com/country/Israel,3,Articles from Israel - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles from Israel - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,37,0,2,36,8,0,0,12,9,4.5,44,2,1,0,0,0,0,2,1,500,10036,2025-06-17T09:47:27.143427,200
https://ddosecrets.com/type/Allegations%20of%20State%20Sponsorship,3,Articles of Type: Allegations of State Sponsorship - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles of Type: Allegations of State Sponsorship - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,66,0,2,96,8,0,0,30,14,12.0,104,2,1,0,0,0,0,2,1,1204,19833,2025-06-17T09:47:27.241514,200
https://ddosecrets.com/article/amazon-atlas,3,Amazon Atlas - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Amazon Atlas - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,43,0,2,54,10,0,0,14,13,5.4,64,2,1,0,0,0,0,2,1,728,15116,2025-06-17T09:47:28.179413,200
https://ddosecrets.com/article/saudi-cables,3,Saudi Cables - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Saudi Cables - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,43,0,2,48,10,0,0,12,13,4.8,58,2,1,0,0,0,0,2,1,630,13807,2025-06-17T09:47:28.614322,200
https://ddosecrets.com/article/fsb-employee-leak,3,FSB employee leak - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,FSB employee leak - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,48,0,2,44,11,0,0,12,8,4.0,55,2,1,0,0,0,0,2,1,530,12913,2025-06-17T09:47:29.151603,200
https://ddosecrets.com/article/bradley-foundation,3,Bradley Foundation - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Bradley Foundation - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,49,0,2,44,11,0,0,11,12,4.0,55,2,1,0,0,0,0,2,1,532,13147,2025-06-17T09:47:29.650935,200
https://ddosecrets.com/article/israel-police,3,Israel Police - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Israel Police - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,44,0,2,48,27,0,0,21,19,1.7777777777777777,75,2,1,0,0,0,0,2,1,755,17564,2025-06-17T09:47:29.744278,200
https://ddosecrets.com/article/epsilor,3,Epsilor - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Epsilor - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,38,0,2,56,10,0,0,14,11,5.6,66,2,1,0,0,0,0,2,1,761,15771,2025-06-17T09:47:30.709708,200
https://ddosecrets.com/article/mspy,3,mSpy - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,mSpy - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,35,0,2,87,22,0,0,24,28,3.9545454545454546,109,2,1,0,0,0,0,2,1,1127,23096,2025-06-17T09:47:31.396117,200
https://ddosecrets.com/article/psyclone-media,2,Psyclone Media - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Psyclone Media - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,45,0,2,54,37,0,0,35,17,1.4594594594594594,91,2,1,0,0,0,0,2,1,872,18251,2025-06-17T09:47:32.193584,200
https://ddosecrets.com/article/isid,2,ISID - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,ISID - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,35,0,2,61,18,0,0,19,13,3.388888888888889,79,2,1,0,0,0,0,2,1,773,17908,2025-06-17T09:47:32.768882,200
https://ddosecrets.com/source/puppygirl%20hacker%20polycule,3,Articles from puppygirl hacker polycule - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles from puppygirl hacker polycule - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,59,0,2,15,8,0,0,3,3,1.875,23,2,1,0,0,0,0,2,1,145,6039,2025-06-17T09:47:34.996830,200
https://ddosecrets.com/country/Portugal,3,Articles from Portugal - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles from Portugal - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,39,0,2,6,8,0,0,2,3,0.75,14,2,1,0,0,0,0,2,1,96,4724,2025-06-17T09:47:37.555733,200
https://ddosecrets.com/country/Spain,3,Articles from Spain - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles from Spain - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,36,0,2,6,8,0,0,2,3,0.75,14,2,1,0,0,0,0,2,1,96,4712,2025-06-17T09:47:40.000422,200
https://ddosecrets.com/country/Ecuador,3,Articles from Ecuador - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles from Ecuador - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,38,0,2,15,8,0,0,5,4,1.875,23,2,1,0,0,0,0,2,1,210,6233,2025-06-17T09:47:42.365197,200
https://ddosecrets.com/country/Colombia,3,Articles from Colombia - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Articles from Colombia - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,39,0,2,21,8,0,0,7,6,2.625,29,2,1,0,0,0,0,2,1,297,7467,2025-06-17T09:47:42.416964,200
https://ddosecrets.com/article/lexipolleaks,3,LexipolLeaks - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,LexipolLeaks - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,43,0,2,37,23,0,0,11,21,1.608695652173913,60,2,1,0,0,0,0,2,1,777,19447,2025-06-17T09:47:43.477078,200
https://ddosecrets.com/article/enami-ep,3,ENAMI EP - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,ENAMI EP - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,39,0,2,66,12,0,0,18,16,5.5,78,2,1,0,0,0,0,2,1,745,17378,2025-06-17T09:47:44.052060,200
https://ddosecrets.com/article/embassy-of-ecuador-moscow,3,"Embassy of Ecuador, Moscow - Distributed Denial of Secrets",A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,"Embassy of Ecuador, Moscow - Distributed Denial of Secrets",A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,56,0,2,77,13,0,0,21,13,5.923076923076923,90,2,1,0,0,0,0,2,1,984,19711,2025-06-17T09:47:44.806633,200
https://ddosecrets.com/article/petroworks,3,Petroworks - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Petroworks - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,41,0,2,65,10,0,0,17,11,6.5,75,2,1,0,0,0,0,2,1,780,16990,2025-06-17T09:47:45.390319,200
https://ddosecrets.com/article/agencia-nacional-de-hidrocarburos,3,Agencia Nacional de Hidrocarburos - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Agencia Nacional de Hidrocarburos - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,64,0,2,66,11,0,0,18,14,6.0,77,2,1,0,0,0,0,2,1,769,17506,2025-06-17T09:47:46.088083,200
https://ddosecrets.com/article/comando-general-de-las-fuerzas-militares-de-colombia,3,Comando General de las Fuerzas Militares de Colombia - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,https://ddosecrets.com/static/favicon/favicon-32x32.png,,Comando General de las Fuerzas Militares de Colombia - Distributed Denial of Secrets,A 501(c)(3) dedicated to archiving and publishing hacked and leaked data.,,83,0,2,66,21,0,0,17,24,3.142857142857143,87,2,1,0,0,0,0,2,1,2793,31605,2025-06-17T09:47:47.135243,200
