url,depth,title,meta_description,meta_keywords,favicon,canonical_url,og_title,og_description,og_image,url_length,url_params_count,url_path_depth,internal_link_count,external_link_count,nofollow_link_count,empty_anchor_text_count,generic_anchor_text_count,keyword_rich_anchor_text_count,internal_external_ratio,total_link_count,js_files_count,css_files_count,image_count,font_count,video_count,audio_count,internal_resources_count,external_resources_count,word_count,content_size,crawl_timestamp,status_code
https://2000.shodan.io/#/,0,Shodan 2000,,,https://static.shodan.io/shodan/img/favicon.png,,,,,25,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,3,0,18,757,2026-07-14T18:32:36.257651,200
